state,d_log,log_aug,log_nov,log_feb,log_apr,d_nov_feb,d_aug_nov,d_feb_may,d_apr_may,log_count_aug,wf_Management,wf_Business and Financial Operations,tech,wf_Architecture and Engineering,"wf_Life, Physical, and Social Science",wf_Community and Social Service,wf_Legal,wf_Educational Instruction and Library,"wf_Arts, Design, Entertainment, Sports, and Media",wf_Healthcare Practitioners and Technical,wf_Healthcare Support,wf_Protective Service,wf_Food Preparation and Serving Related,wf_Building and Grounds Cleaning and Maintenance,wf_Personal Care and Service,wf_Sales and Related,wf_Office and Administrative Support,"wf_Farming, Fishing, and Forestry",wf_Construction and Extraction,"wf_Installation, Maintenance, and Repair",wf_Production,wf_Transportation and Material Moving,bachelors_plus,broadband,median_hh_income,log_gdp,ms_ai_user_share,openai_rank_2025,median_age,z_bachelors_plus,z_tech,z_log_gdp,abs_d_aug_nov
OR,0.07619301791322276,0.01911716189110217,0.10252713432108723,0.049719618197600256,0.009950330853168092,-0.052807516123486976,0.08340997242998506,0.04559056160672468,0.08535984895115684,7.892078421248119,12.40703781537616,5.866052545986429,3.977879083562033,3.2730403592910755,1.532968270590258,2.149755727975397,0.9208000521926384,5.9269122101725165,2.7923537784660604,6.050536379364288,4.362942655243336,1.764311188130175,5.274980439665834,2.820974011780488,2.2043294174568184,8.896701910983932,9.82688330421308,1.2102406147302294,4.349227801342246,2.7130647793503826,5.117545345926236,6.561462308200388,37.651929491014286,93.3018464084929,80160,11.697921784891763,28.4,13,40.7,0.28045175215109025,0.3477757480907183,-0.2551449507678414,0.08340997242998506
PA,0.18156569538848166,-0.40470924670269137,-0.22753599069810798,-0.08675016993760198,-0.15082288973458366,0.140785820760506,0.1771732560045834,-0.13639338137660773,-0.07232066157962605,8.568266461600238,11.12715275020621,6.448754541203132,3.5200564499029765,2.2114024491520405,1.3086383757777915,2.0633714535803143,1.1376386696835363,5.990020954651484,1.9339341760506348,7.616815033599162,3.8000872186000927,1.8803248931915897,5.0256788621144555,3.0962290533563146,2.4540582820873276,8.305329475214965,10.102732635928282,0.4520929729652027,4.200477155429889,3.133510239279276,5.713130805556428,8.478563552468895,35.3433745436433,91.02178370533538,73824,11.72737580961952,27.2,23,41.1,-0.0533209768789553,0.0018137647870002565,-0.12275936598720096,0.1771732560045834
RI,0.2284119167907285,-0.2692339113109837,-0.07830779114925028,0.005704060260663309,0.058268908123975824,0.08401185140991359,0.19092612016173338,-0.04652605478091847,-0.09909090264423098,6.267200548541362,12.051266476340883,6.183027180379532,3.562355513790282,2.7878915643278512,1.4621021827913574,1.9803766735388808,1.0126093807504173,7.288715158054961,2.522412111294132,6.278785583358047,3.6581139167687975,1.8572842488146324,5.794097995147764,2.88686573457057,2.4014635314126864,8.242904766839008,10.102868821707144,0.3721357339631473,4.2332002958505885,2.3916375758831747,5.839833351794219,7.090052202621923,39.04662851417623,92.85958826974188,84972,11.644951188035462,32.5,18,40.8,0.48209845744889207,0.0337778202059834,-0.4932293384132589,0.19092612016173338
SC,0.1902396711111819,-0.8635842243749475,-0.7983729399611945,-0.7409798049367827,-0.6931471805599453,0.05739313502441179,0.06521128441375301,0.0676352516730171,0.019802627296179653,7.229113877793302,11.126788489298963,5.748993034184587,2.6854011115265553,2.3076076431258317,0.6471918398518071,1.8740669896003488,1.03015076375233,5.979491552294873,1.667329566789141,6.364953735399145,2.851609575800874,2.0583545481239662,5.40684120873248,3.4330411937129255,2.5538011991008926,10.355625717451968,10.192874134935208,0.4291301492141157,4.8259658706434845,3.752981560515894,7.580862225778881,7.126937890165727,32.916376755022306,90.82628586700022,67804,11.533814458056227,29.1,38,40.5,-0.4042182670562711,-0.6289086919248784,-0.9927502400523435,0.06521128441375301
SD,0.355973093505087,-1.350225366848954,-0.8120969616723701,-0.9505581231812171,-1.0216512475319814,-0.13846116150884702,0.5381284051765838,-0.04369415016264977,0.027398974188114544,4.941642422609304,12.565253363973582,4.5687405968500645,2.514066371690779,2.054462621222606,1.166784106851524,1.792496947613213,0.8100198696096542,6.41794739949342,1.1530298509673471,7.635516451148057,2.699008212348782,1.933001961568493,5.079975707868069,3.581185024366193,3.183369623408474,8.868320986243628,9.84910523275375,1.6519919336579338,5.474405445838915,3.586686726719864,6.508513884392306,6.906117681413345,33.29997384312699,91.75320095414452,71810,11.796689065721246,27.4,48,38.5,-0.3487574918685342,-0.7583808980686978,0.1887795841865544,0.5381284051765838
TN,0.2501502901858637,-0.6212139715766958,-0.4313584359430603,-0.38218187542687104,-0.342490308946776,0.04917656051618924,0.1898555356336355,0.011118194036038975,-0.028573372444056055,7.773173680482536,11.396691862120251,5.626797427391195,2.7642181953393252,1.901307800907501,0.7660599229611726,1.7716896834203844,1.0110619854637146,5.81056349893389,2.2718610744766763,7.027207603953032,2.573305988229211,2.0327850756154104,5.547405604197047,3.102788154844557,2.387913154118324,8.699112833413704,10.884319751802511,0.2691420570412675,4.694517229158556,3.299248784285474,7.233951696771457,8.928050615555335,31.683342568999347,91.03538456320136,67631,11.683678753438205,28.5,26,39.1,-0.5824913403157602,-0.5693491318914449,-0.3191624174963001,0.1898555356336355
TX,0.2922301718380439,-0.3435234662255945,-0.27916720817532203,-0.137588937996281,-0.040821994520255166,0.14157827017904104,0.06435625805027245,0.08629564360873042,-0.010471299867295412,9.53935630792094,11.445108553690918,6.368226837691044,3.894749838896731,2.3511128770669005,0.8957268090512067,1.4950195826140715,1.042496761353652,6.492962538892395,1.7012398068140837,5.639629387782119,2.861913579242007,2.209742622662746,5.300238946681065,3.2229832044607667,2.220428129049564,9.386517275918065,10.576212749705045,0.3588253339086758,6.0906314504533166,3.40185657156298,4.852841148860091,8.19153599364256,34.241614359098385,92.48309488488448,75780,11.790278360260846,35.3,12,35.9,-0.2126143495365944,0.2849576254367709,0.1599656954539994,0.06435625805027245
VA,-0.3832947009724609,0.45095334944627574,0.2957937362655724,0.2604109617521191,0.08617769624105241,-0.03538277451345334,-0.15515961318070332,-0.19275231327830422,-0.018519047767237548,9.038365107236372,12.851435849930525,7.89601667438629,6.636150995831404,2.3363825845298747,1.2433765632237148,1.8095414543770263,1.5760305697081982,6.55220009263548,2.2540759610930987,6.088999536822603,2.5902501157943494,2.5996526169522927,4.626053728578046,2.962552107457156,2.5345993515516443,8.041477535896249,9.518179712830014,0.3414080592867068,4.17878647522001,2.8008800370541915,3.869499768411302,6.692450208429829,42.42534666348867,92.13470598089148,89931,11.820455572085567,34.7,2,39.3,0.9705962420061216,2.3565471702877177,0.2956017544099814,0.15515961318070332
VT,-0.23445438166200067,0.09519231432849301,0.12411770236815026,0.017634169382224417,-0.10536051565782628,-0.10648353298592583,0.028925388039657246,-0.15689623671573208,-0.033901551675681374,6.063785208687608,13.522119900969482,5.71536824082001,3.0761933408917375,2.281982461417432,1.5673083597491846,2.95414054004026,0.7045512390383859,7.7046553599111505,2.7673014183576665,6.970892431569449,3.005044077836137,1.379890788773456,5.101344316157245,3.018926860871376,2.526088063120387,7.691640250815614,9.609488882204587,0.9035377958768136,6.1619310951202015,2.569471760105509,5.299752423702539,5.46837039265138,43.67210957973921,92.02645093915856,81211,11.622341208136168,23.3,31,43.7,1.1508542261118502,-0.3335994503299256,-0.594853324897717,0.028925388039657246
WA,0.00034188381735589246,0.4117677670094771,0.30551988168507155,0.45838078971341417,0.371563556432483,0.15286090802834262,-0.10624788532440554,-0.04627113888658119,0.040546094394349974,8.916103530553727,12.86881133992771,5.891128461726457,6.977528523468352,3.091545219505293,1.473393102916018,1.9826350925485257,1.0257129259225912,5.732297441570302,2.331348159962954,5.664432810671057,3.612595346204803,1.8374387404653796,5.158175012541322,2.904338654283987,2.1473830441325905,7.890408139639582,9.06414725441519,1.41095661345716,4.702108228393554,2.976010701928148,4.189624789370104,7.067980396948921,40.45106716381214,94.14761395753024,94605,12.015073495187858,32.2,6,38.6,0.6851533257673114,2.614515295569507,1.170341549627518,0.10624788532440554
WI,0.19703111469483947,-0.7246638567772115,-0.5062943819473047,-0.44067424336968186,-0.4942963218147801,0.06562013857762283,0.21836947482990676,-0.08695849871269012,-0.03333642026759187,7.4673710669175595,11.080240965983986,6.078819419793223,3.3692444146648604,2.588784474948888,1.3239191750386303,1.7456390921603608,0.7102496261284442,6.116869091136324,1.6421884809936491,6.564631603605525,3.3230155362402676,1.5586624182774524,4.738672697904913,2.8451208248828492,2.185811300457938,8.023376828175472,10.33446086429354,0.76416695920964,4.5983829380431605,3.295696984588084,9.034784859044452,8.077261444428341,33.75427820114396,91.6053806412162,74631,11.688743077810114,28.2,42,40.5,-0.28307380278924676,-0.11215008710919959,-0.2964000429247088,0.21836947482990676
WV,0.06458727134049558,-1.4508816324603862,-1.382210715643744,-1.2663330599889142,-1.4271163556401458,0.11587765565482977,0.06867091681664217,-0.11996130113097636,0.040821994520255256,5.5053315359323625,8.119449891391184,4.327846772436469,2.3592872092485853,1.721499263836895,0.7271838955242604,2.668277642429404,1.0031625302883251,6.409306686209651,1.2504869240266472,8.547678940453318,4.424109176619724,2.7675771320670006,5.612798014010207,3.40496893589769,2.1608202771670597,8.6286238701712,10.296115831798284,0.3730333221093218,6.836347310528783,4.11934425363625,5.515083090696615,8.726999029453127,23.98939342560746,86.82797144870395,55948,11.491444141360278,20.8,51,42.8,-1.6948886889397552,-0.8753425816460699,-1.1831900595669973,0.06867091681664217
WY,0.10801687579401331,-0.9519869460885423,0.7289954483579323,0.14992070439035549,-0.916290731874155,-0.5790747439675767,1.6809823944464746,-0.9938907746848844,0.07232066157962602,4.90527477843843,12.271703514520462,3.364018439129123,1.7607684373750203,1.5036169600696028,1.713758481087263,1.718669969057626,0.8998547602843051,7.331448257474232,1.710250275394147,6.198648639167011,2.329448580229156,3.1124800909326917,4.589434687734611,3.92848873515152,3.6615142819053768,7.440202633960833,10.42358075538685,1.322593546304807,8.061505862211714,4.332984851567817,4.903769917837822,7.421258323218007,30.425922303412374,90.50766469389735,72415,11.880690958187454,25.5,49,39.3,-0.7642901725508777,-1.327624155641135,0.5663388399964921,1.6809823944464746
