geo_id,automation,expected,aui,personal_share,prompt_education,coding_share,auto_resid,country,wave
NL-OV,50.89,52.86716704288939,,40.63,11.97,27.87,1.6778778082683203,NL,2026-04
NL-UT,47.86,53.69589514066495,,42.9,11.62,23.75,-1.3783814787183672,NL,2026-04
NL-ZH,46.54,52.362486514256375,,45.39,11.44,22.61,-2.6561307575404953,NL,2026-04
NO-03,44.8,49.521115472685636,,43.17,11.82,21.54,-4.306098359922352,NO,2026-04
NO-11,47.72,52.13228021978022,,50.08,11.54,23.9,-1.4688363829814364,NO,2026-04
NO-30,48.88,65.44,,46.86,11.64,24.97,-0.73050813971944,NO,2026-04
NO-42,46.84,65.44,,41.81,11.94,30.64,-2.770508139719439,NO,2026-04
NO-46,41.25,55.09521739130436,,39.95,12.3,22.97,-8.032720755575305,NO,2026-04
NO-50,37.88,65.44,,31.89,12.92,26.81,-11.73050813971944,NO,2026-04
NP-P3,51.18,49.05694681730505,,31.65,11.32,27.38,2.088609404861515,NP,2026-04
NZ-AUK,46.95,50.11044379656625,,41.19,11.74,23.52,-2.174771965448336,NZ,2026-04
NZ-CAN,46.93,59.52935888501742,,39.49,12.01,25.45,-2.4932220784283743,NZ,2026-04
NZ-WGN,47.22,50.53653485952133,,45.69,11.79,24.3,-1.9182731940595446,NZ,2026-04
NZ-WKO,47.61,50.580000000000005,,38.18,11.78,23.24,-1.5296504414351446,NZ,2026-04
PE-ARE,49.6,59.06665691294806,,21.29,11.42,22.34,0.19143921265911956,PE,2026-04
PE-LAL,54.47,55.75602749140893,,17.05,11.91,21.64,5.166340649354829,PE,2026-04
PE-LMA,47.99,50.616480743691916,,24.97,11.92,26.25,-1.1508063794571086,PE,2026-04
PH-00,47.83,48.60270131353513,,32.25,11.37,26.2,-1.246997257832895,PH,2026-04
PH-03,48.07,54.692133609528746,,30.5,11.15,27.74,-1.1999485414634208,PH,2026-04
PH-06,47.68,59.9210800744879,,33.67,11.0,24.72,-1.7556342545820272,PH,2026-04
PH-07,52.74,57.82948822927329,,31.38,11.32,29.2,3.3706404508007495,PH,2026-04
PH-11,50.97,52.622206759443344,,26.95,11.16,24.29,1.7656396814334911,PH,2026-04
PH-40,48.56,55.25529141646062,,30.92,11.24,27.41,-0.7277929014057278,PH,2026-04
PK-IS,50.0,50.78339025147469,,28.16,10.67,24.05,0.8539048838903724,PK,2026-04
PK-KP,53.85,56.371038297872346,,32.11,10.53,24.94,4.526853262224861,PK,2026-04
PK-PB,51.15,47.618170731707316,,28.48,10.62,26.48,2.1041988258582194,PK,2026-04
PK-SD,50.36,48.881333201267836,,28.9,10.44,25.25,1.2741739420778444,PK,2026-04
PL-02,48.95,60.60883488681758,,43.4,11.83,26.89,-0.5074266265818537,PL,2026-04
PL-06,48.77,67.7,,36.87,12.04,23.86,-0.9121190682606581,PL,2026-04
PL-10,51.2,48.95727272727273,,48.02,11.48,27.98,2.111767703152985,PL,2026-04
PL-12,50.79,59.637773279352224,,42.29,11.88,27.54,1.3633426757992595,PL,2026-04
PL-14,48.32,50.54360151548921,,46.05,11.49,23.93,-0.8184971098982814,PL,2026-04
PL-18,49.62,50.58,,43.34,11.8,29.44,0.4803495585648534,PL,2026-04
PL-22,49.38,62.25702313946217,,46.02,11.82,27.61,-0.12965153418478081,PL,2026-04
PL-24,49.48,55.33214176829267,,48.04,11.37,28.2,0.18977199901311081,PL,2026-04
PL-30,49.76,57.33394696969697,,42.76,11.67,27.05,0.4063422958134595,PL,2026-04
PT-03,49.05,66.71885452462772,,30.27,12.09,28.01,-0.6010302459042762,PT,2026-04
PT-08,50.44,60.67302485004285,,42.06,11.3,22.08,0.9805394340953129,PT,2026-04
PT-11,48.51,52.4916150081566,,40.55,11.67,23.82,-0.6902223554826747,PT,2026-04
PT-13,48.44,56.55345709068776,,37.71,11.71,26.69,-0.8889269055348237,PT,2026-04
PT-15,48.44,50.58,,40.12,11.92,23.96,-0.6996504414351463,PT,2026-04
QA-DA,47.11,49.19606197546805,,33.99,11.52,22.04,-1.9857986330368078,QA,2026-04
RO-B,48.89,51.0049246069939,,45.21,11.31,24.96,-0.263114709429324,RO,2026-04
RO-CJ,48.34,56.770158343483544,,38.2,11.68,25.44,-0.9957933559457715,RO,2026-04
RO-IS,43.98,48.94643949930459,,45.47,11.48,26.28,-5.107889032460342,RO,2026-04
RO-SM,47.74,50.58,,59.09,10.28,19.17,-1.399650441435142,RO,2026-04
RO-TM,47.89,61.40573851590107,,39.95,11.76,27.17,-1.5926775154475834,RO,2026-04
RS-00,46.21,51.223278041074245,,41.41,11.62,26.42,-2.950033511272089,RS,2026-04
RS-VO,48.9,57.46189843379213,,43.51,11.19,24.98,-0.4577120064662097,RS,2026-04
SA-01,48.37,49.97730000000001,,29.49,11.83,26.57,-0.7505531376157677,SA,2026-04
SA-02,48.8,52.149627031019186,,35.47,11.31,25.91,-0.38938603840624353,SA,2026-04
SA-03,53.4,50.58,,34.61,11.24,22.76,4.2603495585648545,SA,2026-04
SA-04,52.59,57.064198675496684,,37.36,11.27,25.52,3.244889608123245,SA,2026-04
SE-AB,46.55,50.70542414355628,,44.84,11.69,23.67,-2.5936246624004298,SE,2026-04
SE-C,47.59,50.58,,38.98,12.35,25.65,-1.5496504414351406,SE,2026-04
SE-M,46.37,64.81537154989384,,44.81,11.79,24.37,-3.2207160055135304,SE,2026-04
SE-O,42.65,58.63295774647885,,44.76,11.8,25.9,-6.744818486447777,SE,2026-04
SG-01,44.89,45.726950170102064,,37.23,12.65,22.67,-4.09587548365824,SG,2026-04
SG-02,45.61,56.58733423545331,,35.9,12.38,27.5,-3.720000345266236,SG,2026-04
SG-03,43.34,59.9242064516129,,35.2,12.54,22.36,-6.095733317754096,SG,2026-04
SG-04,45.47,53.99618181818181,,35.36,12.91,23.54,-3.777896437924362,SG,2026-04
SG-05,42.12,50.6203500897666,,27.24,13.56,25.55,-7.0209289845302365,SG,2026-04
SK-BL,52.64,57.88586956521739,,41.85,11.43,27.79,3.2688539376063446,SK,2026-04
SK-KI,49.68,67.7,,39.92,11.97,24.85,-0.0021190682606615496,SK,2026-04
SK-TA,47.29,67.7,,36.32,11.79,31.39,-2.392119068260662,SK,2026-04
SN-DK,52.29,51.94561869357409,,22.83,11.73,26.18,3.10707822109579,SN,2026-04
TH-10,52.13,54.142723857232305,,37.22,11.96,27.36,2.8774601941611593,TH,2026-04
TH-13,51.26,60.934011976047906,,28.06,12.4,34.29,1.7922697303649926,TH,2026-04
TH-20,53.41,61.8454318936877,,38.38,11.35,30.53,3.913390249571563,TH,2026-04
TH-50,55.17,52.77212271973466,,39.26,12.16,28.44,5.960889406601808,TH,2026-04
TH-83,53.92,67.07367755532138,,39.97,11.55,25.69,4.257726742283431,TH,2026-04
TH-84,57.2,60.90791546589818,,36.2,11.75,27.47,7.7330966309506195,TH,2026-04
TN-11,52.8,56.92129452418924,,20.95,12.23,36.03,3.459417705011518,TN,2026-04
TN-61,56.61,65.44,,27.46,11.77,36.23,6.999491860280557,TN,2026-04
TR-01,50.94,65.44,,48.44,11.09,30.15,1.3294918602805552,TR,2026-04
TR-06,48.45,54.33233455882353,,39.36,11.99,27.95,-0.8085478582292325,TR,2026-04
TR-07,53.66,53.432587244283994,,44.55,11.03,28.35,4.4299617615259095,TR,2026-04
TR-16,50.31,56.07652071005917,,44.8,11.01,29.74,0.9961854206031902,TR,2026-04
TR-34,50.63,50.892222222222216,,39.79,11.69,28.94,1.4804564066867485,TR,2026-04
TR-35,50.34,56.35685851318945,,46.09,11.22,29.25,1.0173025664494872,TR,2026-04
TR-42,48.86,57.18837098692033,,42.17,11.18,30.37,-0.48904494697417533,TR,2026-04
TW-CHA,42.43,66.70619469026549,,38.15,13.45,29.95,-7.220629103207877,TW,2026-04
TW-HSQ,53.91,50.58,,37.34,13.7,31.08,4.7703495585648525,TW,2026-04
TW-HSZ,54.27,65.44,,31.91,13.83,35.96,4.659491860280561,TW,2026-04
TW-KHH,48.46,50.95294545454545,,41.99,12.9,25.97,-0.6914676849286039,TW,2026-04
TW-NWT,52.42,52.72633731617647,,39.82,13.11,29.54,3.2123401744170437,TW,2026-04
TW-TAO,51.59,65.29218165627782,,39.47,13.08,29.84,1.9841756695059516,TW,2026-04
TW-TNN,49.36,58.00999999999999,,38.38,13.23,27.73,-0.015079290577290294,TW,2026-04
TW-TPE,48.8,53.77765797257328,,36.91,13.31,26.9,-0.4409722363790394,TW,2026-04
TW-TXG,48.73,49.557962466487936,,39.72,13.01,27.08,-0.3772659030374541,TW,2026-04
UA-12,52.55,53.185916870415646,,47.17,10.84,22.89,3.3277778210464106,UA,2026-04
UA-30,48.55,55.175770890545294,,37.33,11.76,26.72,-0.7352731940168482,UA,2026-04
UA-32,48.32,55.77170266836086,,39.64,11.43,28.52,-0.9841560382454304,UA,2026-04
UA-46,44.95,49.598027495517044,,40.2,11.25,23.29,-4.1585354136263035,UA,2026-04
UA-51,49.6,52.37556566970091,,40.43,11.22,25.74,0.40345481304980524,UA,2026-04
UA-53,48.82,50.58,,46.5,10.65,24.03,-0.31965044143514376,UA,2026-04
UA-63,50.54,61.47613924050632,,43.58,11.11,27.82,1.0550917494820808,UA,2026-04
US-AK,47.92,54.28202222222222,0.53,49.0,11.66,24.65,-1.3369536488747684,US,2026-04
US-AL,51.97,50.87226093138997,0.48,47.08,11.67,22.19,2.8210889051696526,US,2026-04
US-AR,53.25,48.309671558350814,0.42,47.49,11.74,22.83,4.182287756706465,US,2026-04
US-AZ,51.06,47.47191682108297,0.94,45.92,11.62,23.08,2.0188330640629104,US,2026-04
US-CA,48.22,49.036587251298954,1.56,45.71,11.94,21.69,-0.8707454768082243,US,2026-04
US-CO,49.57,49.26725900116144,1.46,46.3,11.9,22.3,0.47194540009625285,US,2026-04
US-CT,48.97,49.50716546363132,1.07,46.15,11.91,20.89,-0.13565633642609498,US,2026-04
US-DC,44.76,47.38110698058654,3.72,36.86,12.96,20.21,-4.278289512486374,US,2026-04
US-DE,49.85,51.5583654822335,0.97,50.87,11.41,21.48,0.6793488237704253,US,2026-04
US-FL,53.4,50.72320028208745,1.04,43.06,11.57,23.2,4.25581207840218,US,2026-04
US-GA,49.82,47.229742333514785,0.93,44.15,11.72,21.8,0.7865066657990809,US,2026-04
US-HI,51.04,45.35246931067044,1.16,48.72,11.52,21.79,2.065990411060703,US,2026-04
US-IA,51.28,50.50707304526748,0.42,43.79,11.93,24.02,2.142660340398521,US,2026-04
US-ID,54.45,50.70819683908046,0.69,45.05,11.84,24.1,5.306287481271674,US,2026-04
US-IL,49.11,48.484297069051166,1.01,46.93,11.67,21.5,0.03675452884441199,US,2026-04
US-IN,49.51,49.6481502156813,0.65,43.11,11.85,22.87,0.39987638525335,US,2026-04
US-KS,50.52,50.07523053278688,0.49,49.53,11.47,21.07,1.3963438108862718,US,2026-04
US-KY,51.97,49.516145600714616,0.39,48.89,11.63,23.06,2.8640591166911804,US,2026-04
US-LA,51.37,50.02427135678391,0.45,45.59,11.68,21.42,2.2479585161567357,US,2026-04
US-MA,46.34,45.57088397790055,1.49,42.66,12.45,21.48,-2.6409303310310506,US,2026-04
US-MD,48.33,46.583841032043274,1.06,47.35,11.79,21.25,-0.6830271430751012,US,2026-04
US-ME,48.49,53.54728904847397,0.62,48.34,11.87,23.13,-0.7436727086968276,US,2026-04
US-MI,50.37,47.286608551266085,0.67,45.7,11.8,22.56,1.3347047885177545,US,2026-04
US-MN,49.71,48.62456885456885,0.84,50.68,11.48,21.83,0.6323098417607653,US,2026-04
US-MO,50.56,47.23550727934487,0.71,46.64,11.8,23.2,1.526323996275245,US,2026-04
US-MS,51.42,53.45070783132529,0.28,43.27,11.93,21.83,2.1893875880463867,US,2026-04
US-MT,52.31,59.21582598471487,0.59,42.98,11.96,23.62,2.896712603925117,US,2026-04
US-NC,49.44,51.07227099961992,0.89,45.99,11.78,21.3,0.2847513358318068,US,2026-04
US-ND,50.46,50.58,0.39,43.29,11.87,22.91,1.3203495585648568,US,2026-04
US-NE,50.75,50.113380084151466,0.65,48.75,11.35,21.44,1.625134994604565,US,2026-04
US-NH,49.9,49.99706214689266,0.83,47.22,12.05,22.14,0.7788206740262922,US,2026-04
US-NJ,49.19,47.393581439393934,0.98,45.31,11.87,21.92,0.15131521867369457,US,2026-04
US-NM,50.42,59.03484385843164,0.47,48.29,11.92,18.95,1.0124472491076446,US,2026-04
US-NV,52.13,50.75372549019608,1.12,46.02,11.79,23.62,2.9848448489789234,US,2026-04
US-NY,46.71,47.93494657108075,1.54,46.57,11.86,19.88,-2.3458386130784845,US,2026-04
US-OH,51.49,47.583897816234035,0.6,48.04,11.66,22.33,2.4452848060798402,US,2026-04
US-OK,50.37,48.023987060250704,0.52,48.82,11.5,21.29,1.311340027582034,US,2026-04
US-OR,48.63,50.07374399190488,1.01,51.5,11.65,22.15,-0.4936090862053746,US,2026-04
US-PA,48.93,45.96426766328528,0.86,45.38,11.95,22.22,-0.06339518544847067,US,2026-04
US-RI,49.95,47.63327725437414,1.06,41.58,12.25,24.5,0.9037201567807003,US,2026-04
US-SC,52.22,48.60755699088147,0.5,42.33,11.93,22.73,3.142848883953185,US,2026-04
US-SD,57.27,56.684030769230766,0.36,42.56,11.88,24.83,7.936935704038852,US,2026-04
US-TN,52.8,50.88222894736842,0.71,45.47,11.73,22.88,3.650773056107738,US,2026-04
US-TX,50.9,49.66281635481634,0.96,44.48,11.72,22.21,1.7894116702792005,US,2026-04
US-UT,51.51,51.24622818791947,1.26,45.97,11.71,23.66,2.349239284601474,US,2026-04
US-VA,48.29,48.397103134479266,1.09,44.71,12.02,22.18,-0.7804826222096324,US,2026-04
US-VT,47.41,53.45472551130246,0.9,45.29,12.38,21.91,-1.8207397171720885,US,2026-04
US-WA,48.19,49.33032041850579,1.45,52.5,11.73,22.22,-0.9100527798378835,US,2026-04
US-WI,48.43,48.9713544268665,0.61,47.38,11.78,22.59,-0.6586784931228351,US,2026-04
US-WV,52.82,61.35640933572711,0.24,49.6,11.87,22.15,3.338885541365002,US,2026-04
US-WY,55.9,67.7,0.4,38.39,12.31,25.59,6.217880931739337,US,2026-04
UY-MO,47.32,56.233782945736436,,37.16,11.48,26.13,-1.9987976301584567,UY,2026-04
VN-DN,50.29,62.423540229885056,,27.65,12.11,29.63,0.775072163397887,VN,2026-04
VN-HN,50.56,54.57046324549237,,24.51,12.7,29.61,1.2939067362996752,VN,2026-04
VN-SG,50.34,54.42512046664975,,27.17,12.55,30.51,1.0785121041535177,VN,2026-04
ZA-GP,51.76,49.99795992207069,,31.87,11.7,24.13,2.6387922268961503,ZA,2026-04
ZA-KZN,52.2,65.44,,31.88,11.65,27.1,2.5894918602805603,ZA,2026-04
ZA-WC,50.08,53.67685774946921,,30.82,12.19,25.45,0.8422217448482385,ZA,2026-04
AE-AJ,50.38,50.8,,37.28,10.72,21.55,1.856537556072368,AE,2026-05
AE-AZ,49.01,48.6077040427155,,38.78,11.51,24.21,0.5865523384550926,AE,2026-05
AE-DU,50.49,47.35183729433273,,35.72,11.66,22.4,2.123846263175359,AE,2026-05
AE-SH,52.14,43.847177615571766,,34.41,11.09,26.08,3.9337324199381385,AE,2026-05
AR-B,47.94,48.986298180395224,,35.26,11.19,25.94,-0.5007195130782733,AR,2026-05
AR-C,47.11,50.4571375464684,,34.11,11.54,24.55,-1.3978207083475311,AR,2026-05
AR-E,51.72,50.8,,35.56,11.33,22.59,3.1965375560723643,AR,2026-05
AR-M,47.41,58.12997132616486,,31.07,11.58,25.95,-1.447863228010661,AR,2026-05
AR-N,47.87,59.676170212765946,,30.25,11.04,24.44,-1.0584024016336286,AR,2026-05
AR-Q,47.7,60.36356890459363,,31.97,11.46,22.65,-1.2597622325656062,AR,2026-05
AR-S,49.06,57.58762841530055,,33.32,11.33,25.33,0.2268790099279201,AR,2026-05
AR-T,51.3,66.49,,33.07,11.23,28.11,2.0607437188531037,AR,2026-05
AR-X,48.73,55.31777777777778,,31.1,11.59,26.04,0.0004319160940724487,AR,2026-05
AT-3,44.27,58.006388888888885,,44.37,11.55,26.25,-4.582225270904814,AT,2026-05
AT-4,50.1,66.90167777777778,,44.18,11.74,28.58,0.8419625578426917,AT,2026-05
AT-5,48.94,50.79999999999999,,43.35,11.63,24.31,0.4165375560723703,AT,2026-05
AT-6,47.75,66.49,,39.98,12.11,29.11,-1.4892562811468935,AT,2026-05
AT-7,44.73,62.01481608212147,,40.63,12.0,24.51,-4.3050938165936685,AT,2026-05
AT-9,45.25,46.62368316438085,,45.7,11.77,22.39,-3.082934601148075,AT,2026-05
AU-ACT,40.52,47.95135191637631,,31.16,12.98,22.93,-7.87350420666413,AU,2026-05
AU-NSW,45.48,47.735275819162155,,37.38,12.04,21.1,-2.90364659425137,AU,2026-05
AU-QLD,47.03,46.15108680434022,,35.92,11.96,21.92,-1.2813742721481134,AU,2026-05
AU-SA,45.26,49.00139979515193,,38.22,11.89,20.62,-3.1814084641792846,AU,2026-05
AU-TAS,44.76,60.47003717472118,,34.75,12.38,24.04,-4.20461942387324,AU,2026-05
AU-VIC,44.96,47.68125816282107,,36.44,12.21,22.37,-3.421182253556019,AU,2026-05
AU-WA,45.54,49.51743261275687,,35.8,12.11,21.93,-2.924950408771032,AU,2026-05
AZ-BA,48.64,52.656931060044485,,43.64,10.5,27.45,0.03182246308824688,AZ,2026-05
BD-B,49.96,48.25411496350365,,43.34,9.9,23.02,1.552683433662736,BD,2026-05
BD-C,50.63,46.67167299658183,,34.73,10.89,27.79,2.2948760536550736,BD,2026-05
BD-D,52.95,42.31,,41.14,10.17,28.7,4.813860033955834,BD,2026-05
BD-E,52.47,50.8,,36.98,10.48,28.18,3.9465375560723643,BD,2026-05
BE-BRU,42.07,44.22071533382243,,39.83,11.7,19.89,-6.153308752572556,BE,2026-05
BE-VLG,43.6,45.208922422131934,,38.1,11.93,22.69,-4.6683917700173225,BE,2026-05
BE-WAL,42.6,49.06595640736564,,37.72,11.91,21.86,-5.844353602813719,BE,2026-05
BG-03,46.79,50.8,,45.48,10.8,24.13,-1.7334624439276354,BG,2026-05
BG-22,48.58,49.52956117515805,,43.18,11.47,25.38,0.11449627381525573,BG,2026-05
BJ-LI,46.5,54.61949184149185,,33.36,11.05,23.61,-2.197711565753579,BJ,2026-05
BO-C,52.63,50.800000000000004,,23.55,11.87,29.85,4.106537556072368,BO,2026-05
BO-L,50.6,52.51004690831558,,22.23,11.73,26.44,1.9985234682248176,BO,2026-05
BO-S,52.51,66.49,,26.16,11.25,28.7,3.2707437188531046,BO,2026-05
BR-AL,53.0,55.914641148325366,,30.85,12.11,24.76,4.2432023990577505,BR,2026-05
BR-AM,50.22,54.26425904317386,,34.68,11.29,23.46,1.53849451759978,BR,2026-05
BR-BA,51.05,54.2494809800129,,30.7,11.83,24.39,2.3691687079462795,BR,2026-05
BR-CE,49.88,53.400802851828885,,32.01,11.72,26.5,1.237886271613391,BR,2026-05
BR-DF,50.83,52.711841422749174,,28.49,12.57,25.28,2.219317396216127,BR,2026-05
BR-ES,52.4,54.8483202221194,,29.75,11.8,26.7,3.6918490496298446,BR,2026-05
BR-GO,51.95,51.37255479698168,,27.89,12.04,25.4,3.40041702100865,BR,2026-05
BR-MA,49.93,57.33436740528948,,28.27,11.81,23.17,1.1084330360702879,BR,2026-05
BR-MG,51.71,48.29348823413092,,29.67,11.89,26.34,3.300887184812119,BR,2026-05
BR-MS,52.96,56.163923220973786,,26.81,12.0,25.39,4.191829896104856,BR,2026-05
BR-MT,51.57,57.57590271281572,,27.45,12.06,24.06,2.737413948460464,BR,2026-05
BR-PA,54.36,49.53237539766702,,30.32,11.65,24.24,5.894367886107901,BR,2026-05
BR-PB,51.7,50.05293427230047,,30.87,11.89,24.81,3.2106194581682956,BR,2026-05
BR-PE,50.99,52.82510593220339,,30.26,11.95,25.68,2.374150153523779,BR,2026-05
BR-PR,52.04,52.20346797323136,,28.13,11.98,26.98,3.452509912606871,BR,2026-05
BR-RJ,49.84,48.93934324230901,,33.75,11.72,24.95,1.4014226191912726,BR,2026-05
BR-RN,51.12,53.46633606557376,,29.59,11.99,23.28,2.474896579418882,BR,2026-05
BR-RO,56.44,66.49,,31.1,11.68,24.96,7.200743718853104,BR,2026-05
BR-RS,50.57,52.416848622693955,,30.74,11.84,27.39,1.9727752692756297,BR,2026-05
BR-SC,51.96,52.3772126065616,,29.21,11.75,25.99,3.3645835048447523,BR,2026-05
BR-SE,52.79,67.16,,31.57,11.83,27.09,3.5201776340260267,BR,2026-05
BR-SP,51.14,50.480155716432186,,32.35,11.79,26.63,2.6311291792111646,BR,2026-05
BR-TO,48.18,57.43462669683258,,35.4,11.21,20.4,-0.6461408952879353,BR,2026-05
CA-AB,48.16,49.815036530756544,,49.54,11.29,20.98,-0.3185274037000667,CA,2026-05
CA-BC,47.6,46.27236494597839,,51.53,11.36,20.68,-0.7169071049316713,CA,2026-05
CA-MB,49.31,46.23322436849926,,52.38,10.99,19.88,0.9948785282196866,CA,2026-05
CA-NB,47.45,53.425149948293694,,51.85,11.11,21.72,-1.1932244678132307,CA,2026-05
CA-NS,46.13,49.53655339805825,,50.78,11.4,20.37,-2.335822718540406,CA,2026-05
CA-ON,47.08,48.30723134931321,,49.12,11.38,20.99,-1.3297397901497519,CA,2026-05
CA-QC,46.97,49.47165027983663,,48.62,11.14,22.23,-1.492861771947716,CA,2026-05
CA-SK,49.96,58.187212205270455,,49.84,11.27,23.4,1.0995253845769284,CA,2026-05
CH-AG,46.2,62.572378542510116,,41.42,11.6,23.16,-2.860530385937892,CH,2026-05
CH-BE,44.0,50.01189868522815,,39.61,11.96,24.02,-4.487508456405763,CH,2026-05
CH-FR,44.39,42.574999999999996,,39.59,11.78,22.22,-3.7582295369086083,CH,2026-05
CH-GE,42.8,46.9321359223301,,43.23,11.77,18.81,-5.547006531244534,CH,2026-05
CH-LU,46.94,57.96493808049535,,41.21,11.87,23.13,-1.9103342426577896,CH,2026-05
CH-SG,43.13,51.56730038022813,,39.68,11.89,24.32,-5.428467471554356,CH,2026-05
CH-TI,43.56,50.8,,40.41,12.25,24.71,-4.963462443927632,CH,2026-05
CH-VD,44.83,50.55905397885365,,40.47,11.87,22.86,-3.6824702401647897,CH,2026-05
CH-VS,41.93,42.31,,39.85,11.84,26.88,-6.206139966044169,CH,2026-05
CH-ZH,43.96,46.256013790532975,,46.48,11.61,21.2,-4.356161148507248,CH,2026-05
CI-AB,52.82,50.043643804685296,,31.9,11.13,23.24,4.331043298796963,CI,2026-05
CL-BI,48.73,62.17417197452229,,29.87,12.02,24.47,-0.31236379528742475,CL,2026-05
CL-RM,48.85,49.265464044253235,,30.56,12.29,25.17,0.3965446548687339,CL,2026-05
CL-VS,48.71,63.83448275862068,,27.96,12.32,28.39,-0.40810887031140197,CL,2026-05
CM-CE,55.62,49.50037571284803,,24.78,11.88,26.62,7.155827744437175,CM,2026-05
CM-LT,54.34,51.26506323949408,,29.34,11.33,24.93,5.795320895731578,CM,2026-05
CO-ANT,50.14,50.29071830985915,,24.86,12.12,25.84,1.6397715073286747,CO,2026-05
CO-ATL,50.59,47.36785780240074,,26.48,11.72,25.13,2.223115391222258,CO,2026-05
CO-BOL,51.21,59.3870945945946,,26.25,11.74,26.11,2.294785523540206,CO,2026-05
CO-BOY,50.7,66.49,,19.49,12.43,27.82,1.4607437188531094,CO,2026-05
CO-CAL,52.5,50.8,,20.29,12.86,24.96,3.9765375560723655,CO,2026-05
CO-CUN,50.8,47.955641399416905,,22.91,12.31,28.41,2.4063001027351447,CO,2026-05
CO-DC,49.52,47.39550991994432,,25.32,12.19,24.67,1.1518538733558614,CO,2026-05
CO-NAR,53.52,67.16,,21.25,11.86,26.61,4.250177634026031,CO,2026-05
CO-RIS,50.92,66.49,,20.8,12.3,26.29,1.6807437188531082,CO,2026-05
CO-SAN,50.45,52.89479737130341,,21.29,12.25,26.73,1.8309707588383333,CO,2026-05
CO-VAC,50.06,51.370656851642124,,25.45,11.95,25.06,1.5105036072149858,CO,2026-05
CR-A,52.72,50.8,,32.53,11.54,28.41,4.196537556072364,CR,2026-05
CR-SJ,48.44,51.298124337689856,,33.99,11.59,25.64,-0.1061873853608617,CR,2026-05
CY-01,47.62,55.09013084112149,,37.46,11.88,23.24,-1.0991825979709162,CY,2026-05
CZ-10,48.35,50.77853237038948,,45.54,11.69,24.86,-0.1724830687220873,CZ,2026-05
CZ-20,49.26,66.99505595116987,,42.32,11.69,29.63,-0.002297449872088464,CZ,2026-05
CZ-64,44.05,57.000271493212665,,40.03,12.12,23.11,-4.756325166931326,CZ,2026-05
CZ-80,48.34,54.81669668440443,,47.01,11.39,25.03,-0.36670825225623105,CZ,2026-05
DE-BB,45.64,55.392282784673505,,46.46,11.74,22.37,-3.0929670784743095,DE,2026-05
DE-BE,44.3,48.3658387145217,,51.87,11.33,20.71,-4.1124135180549075,DE,2026-05
DE-BW,44.94,47.187054363905325,,47.61,11.67,23.43,-3.4186361711089717,DE,2026-05
DE-BY,45.28,49.149266230658796,,47.58,11.82,23.61,-3.1681542821058244,DE,2026-05
DE-HB,42.21,58.05955223880598,,46.77,11.67,24.6,-6.644650637267887,DE,2026-05
DE-HE,45.05,47.48077200988783,,47.81,11.64,23.13,-3.3220358703363075,DE,2026-05
DE-HH,44.5,51.04793893129771,,46.58,11.61,23.5,-4.034773671399243,DE,2026-05
DE-MV,40.48,55.92760542168674,,50.07,11.52,21.38,-8.277389044344169,DE,2026-05
DE-NI,44.9,53.01693191140278,,48.27,11.53,24.34,-3.724601143718381,DE,2026-05
DE-NW,46.08,50.10953915662651,,48.82,11.49,23.23,-2.411962914512209,DE,2026-05
DE-RP,48.17,57.54912039093737,,48.52,11.54,24.44,-0.6613642146404288,DE,2026-05
DE-SH,46.61,52.10211077844312,,49.47,11.49,22.49,-1.9728660685666597,DE,2026-05
DE-SL,46.77,57.07119448698316,,43.57,11.94,26.12,-2.039560746399644,DE,2026-05
DE-SN,45.43,55.16020056298382,,47.25,11.76,23.63,-3.2923792503026306,DE,2026-05
DE-ST,48.46,58.847837638376376,,45.78,11.63,25.33,-0.4306130229264227,DE,2026-05
DE-TH,46.49,51.36176592797784,,47.36,11.82,24.4,-2.059090779759771,DE,2026-05
DK-81,39.68,50.8,,37.55,12.39,25.0,-8.843462443927635,DK,2026-05
DK-82,43.36,55.090463541666665,,38.19,12.23,25.03,-5.359197776109845,DK,2026-05
DK-83,43.6,47.74796946564885,,38.88,12.13,26.37,-4.784225691378644,DK,2026-05
DK-84,41.76,45.05011605035405,,39.62,12.4,22.75,-6.5011468610160605,DK,2026-05
DK-85,45.37,46.88,,41.07,11.91,25.21,-2.9746280371781424,DK,2026-05
DO-40,52.61,54.51126414358174,,34.86,11.1,24.89,3.9172258924478527,DO,2026-05
DZ-09,47.96,43.02719222462203,,32.08,11.36,26.79,-0.20885900839509475,DZ,2026-05
DZ-13,48.21,60.77,,33.16,11.28,27.43,-0.7683040345634495,DZ,2026-05
DZ-16,46.52,47.120601584243204,,29.21,11.48,26.05,-1.8356045273774058,DZ,2026-05
DZ-19,47.5,42.06090093762739,,28.01,11.47,23.92,-0.6247758122071119,DZ,2026-05
DZ-25,44.86,42.31,,32.24,11.06,21.5,-3.2761399660441697,DZ,2026-05
DZ-28,47.32,66.49,,30.06,11.45,23.21,-1.9192562811468932,DZ,2026-05
DZ-31,46.92,46.30060188542422,,34.38,10.95,23.61,-1.3981953029710112,DZ,2026-05
EC-A,47.98,66.49,,19.5,12.18,23.7,-1.2592562811468966,EC,2026-05
EC-G,47.57,55.46405146618792,,25.41,11.5,23.62,-1.16624123908192,EC,2026-05
EC-P,50.51,52.81733498349836,,23.45,11.93,25.79,1.894504672146624,EC,2026-05
