geo_id,automation,aui,expected,auto_resid,aui_resid,wave,gdp_pwa,coding_share,personal_share,lang_group,agency_ai_alone,hof_pdi,hof_idv,hof_uai,hof_pdi_regional,hof_idv_regional,hof_uai_regional,globe_pdi_practices,globe_participative,hof_pdi_extended,log_gdp
BEL,42.47398843930637,2.173152607899171,52.18639152809329,-3.264926903757434,0.8698460425856696,2025-11,88245.97318402125,25.034162339437003,40.3393665158371,english,0.018542199488491,65.0,75.0,94.0,,,,,,65.0,11.38788334411166
BEN,50.1953125,0.2481033481042349,69.4931026211,0.4002861481196333,-0.4866308765825324,2025-11,2655.416999442524,27.703984819734345,27.798507462686565,french,,,,,,,,,,,7.884356983280025
BFA,47.97507788161993,0.0974112819035836,68.45569350519985,-1.5768146643607324,-0.6714046424224179,2025-11,1832.887591889975,13.553113553113556,23.837209302325583,french,,,,,,,,,,,7.513647921294773
BGD,49.82357092448835,0.0949254609515481,55.11835553964564,3.39750182697626,-1.1120581443423985,2025-11,3967.2406267898255,39.089813140446054,31.40013726835964,english,0.0436941410129096,80.0,20.0,60.0,,,,,,80.0,8.285826075793446
BGR,45.409604519774014,1.3261423388795888,60.3099534137484,-2.2332005119853378,0.2897167869909562,2025-11,27428.09326705219,26.31578947368421,40.750853242320815,english,,70.0,30.0,85.0,,,,,,70.0,10.219323068830594
BHR,56.97674418604651,0.8461312533664662,74.05363310083294,6.112882872660201,0.2612228087153464,2025-11,38161.782937228934,,30.96085409252669,english,,,,,,,,,,,10.549589847144468
BIH,50.60606060606061,0.6039904988368623,71.56345541562337,0.3258131906938573,-0.062727028282167,2025-11,14058.115992760766,11.11111111111111,32.035928143712574,english,,,,,,,,,,,9.550955158716235
BOL,47.40691489361703,0.70979520324711,53.819315423494075,1.285297109107198,-0.5398653887625144,2025-11,6038.784004183883,19.36758893280632,20.781758957654723,spanish,,,,,,,,4.509756097560977,5.37,,8.705957946849887
BRA,49.18403679252281,0.6960457037493059,49.90433100749237,3.979959683636004,-0.6822327314172857,2025-11,14782.600419414845,28.991336633663373,33.02416579109453,portuguese,0.0215239980207817,69.0,38.0,76.0,,,,5.326086956521742,6.0408745247148286,69.0,9.601206120799924
CAN,40.61575692390427,3.149905197767392,45.7555726672177,-3.615990763957683,1.6353288127738217,2025-11,83397.40614599641,29.94333724110981,41.78007263816566,english,0.0159739201303993,39.0,80.0,48.0,,,,,,39.0,11.331372486496232
CHE,41.62497498499099,3.2135759518105647,51.4052802702807,-3.930874150120424,1.8846077657675269,2025-11,159447.77850270874,23.382045929018787,41.30690737833594,english,0.0197910940076965,34.0,68.0,58.0,,,,4.89685534591195,5.795171339563863,34.0,11.979471740090968
CHL,45.65856265028053,1.038771760210779,54.59076710384306,-0.6438574621018702,-0.1855445543552996,2025-11,24248.62384782136,26.43985419198056,33.04529981670594,spanish,0.0273348519362186,63.0,23.0,86.0,,,,,,63.0,10.09611514621192
CIV,54.01987353206865,0.2341548537345083,51.152689186990926,8.523223251560786,-1.1031116336250366,2025-11,4825.4978829441125,24.600638977635786,26.117440841367223,french,0.0515759312320916,,,,,,,,,,8.481669196624498
CMR,54.41030723488603,0.2344626002035017,54.44361715549719,8.142374121346158,-0.994687988772342,2025-11,3250.193069497753,27.641408751334044,24.80544747081712,french,0.081081081081081,,,,,,,,,,8.086469679558626
COL,47.858623071609486,0.8852113512976895,50.246951481447695,2.5742472468784072,-0.4818110731932435,2025-11,11313.865939573909,27.239557121288374,23.210044112656934,spanish,0.0216503267973856,67.0,13.0,80.0,,,,5.563888888888888,5.458333333333333,67.0,9.333784326758648
CRI,46.030245746691875,1.1232288179264895,56.90778144935036,-0.8152046008341358,-0.0249672989537832,2025-11,26951.561234857145,18.414533443435175,29.54333643988816,english,,35.0,15.0,86.0,,,,4.7368421052631575,5.526086956521739,35.0,10.201796505451693
CYP,46.13935969868174,2.152112902079403,70.74468151782101,-3.948994652615219,1.458496434484868,2025-11,38404.71104586875,14.991482112436117,37.842778793418645,english,,,,,,,,,,,10.55593541453698
CZE,42.877341816896426,1.5417908970501115,55.92630719702459,-3.7380839755113584,0.361350692317975,2025-11,49714.93948841886,25.79916047788182,43.21329639889196,english,,57.0,58.0,74.0,,,,3.588749999999999,5.738729508196721,57.0,10.814060760243944
DEU,40.91714308720509,1.7899671238353485,47.575385336083635,-3.741107485029488,0.3351765146069598,2025-11,88693.9787891109,32.797555264515616,44.73476787262552,english,0.0198517401683628,35.0,67.0,65.0,,,,5.251794871794871,5.719660194174757,35.0,11.392947283119916
DNK,38.35551330798479,2.101285035454921,56.50991584348406,-8.396690722819848,0.9400179556651396,2025-11,113263.93711245504,22.085889570552148,42.671009771986974,english,0.020631067961165,18.0,74.0,23.0,,,,3.894267515923566,5.701388888888889,18.0,11.637476100784044
DOM,52.20082530949106,0.7393371736809133,51.11797536582547,6.7123107811449145,-0.5990697567383252,2025-11,16637.61618246597,20.33598585322723,28.561872909699005,english,,,,,,,,,,,9.719421445847487
DZA,48.292867981790586,0.3398694559742115,54.77522497620817,1.9472171479416855,-0.8783869178166361,2025-11,8969.58842511948,34.47395301327886,29.59409594095941,english,0.042152466367713,,,,,,,,,,9.101595070512925
ECU,45.33686378346572,1.0491681974158324,46.739263294583274,0.8745720967188788,-0.4330912858019973,2025-11,9988.291688510177,16.469428007889547,19.061413673232902,spanish,,78.0,8.0,67.0,,,,5.599999999999999,5.510204081632653,78.0,9.209168854868931
EGY,50.83380176128911,0.2780172167559116,56.70922771288599,4.034885731692526,-0.8767019282187831,2025-11,5227.316547705825,47.30105731775181,29.20531005637389,english,0.0292365998917162,,,,80.0,38.0,68.0,4.918303571428571,4.631426202321724,80.0,8.56165333699131
ESP,44.57221378462429,1.6223843478308473,50.284191194218195,-0.7208897763081836,0.2565853487810858,2025-11,53518.68827011927,33.122701122323875,37.25072741466184,english,0.0159229408295655,57.0,51.0,86.0,,,,5.519189189189189,4.825418994413408,57.0,10.887786185348528
EST,40.54834054834055,3.0522811466134745,65.50738275955536,-8.312567118505399,2.1866052277722003,2025-11,49410.33974231546,14.550641940085592,47.68583450210379,english,,40.0,60.0,60.0,,,,,,40.0,10.807914987799064
FIN,38.081884464385865,1.9465194605696456,53.99422064911416,-8.080725222474719,0.7026049790130258,2025-11,86239.00920358354,18.735362997658076,43.108182317408016,english,,33.0,63.0,59.0,,,,4.889090909090907,5.924418604651163,33.0,11.364877897250105
FRA,42.6099300368405,2.6619291116450263,47.26843083897685,-1.976380724980082,1.1970542156941055,2025-11,75225.64794338809,32.21784776902887,40.17413758855856,french,0.0264462809917355,68.0,71.0,86.0,,,,5.277027027027027,6.142265193370166,68.0,11.22824751486611
GBR,39.52807268612507,2.5949790810561173,43.475777074524856,-4.169367590485912,1.0055052352265783,2025-11,83152.8295627269,26.752676904941215,41.995374743493706,english,0.0191667623091931,35.0,89.0,35.0,,,,5.153086419753086,5.68213572854291,35.0,11.328435513659961
GEO,42.460615153788446,2.171438699100579,57.93476241391482,-4.625524991691044,1.0569816888399033,2025-11,14463.249642754525,23.44569288389513,36.37691745799854,english,,,,,,,,5.221666666666667,4.417643229166666,,9.579366203711222
GHA,50.99734042553192,0.2750510558506873,55.193938940631206,4.5535571209024965,-0.9294494299770624,2025-11,3978.246329458356,22.938689217758984,30.744336569579296,english,0.0632411067193675,,,,77.0,20.0,54.0,,,77.0,8.288596380437534
GRC,43.57381748686097,1.2124689760686305,56.94191662592407,-3.279632997995847,0.0653942922057533,2025-11,39376.65689246587,21.617915904936016,37.43565746373421,english,,60.0,35.0,112.0,,,,5.403333333333333,5.745726495726496,60.0,10.58092845505126
GTM,47.16267339218159,0.2557647435623005,60.1069812912087,-0.4325618005545166,-0.7873289923720579,2025-11,9620.500626667832,13.082437275985663,30.816831683168317,english,,95.0,6.0,101.0,,,,5.602419354838711,5.252252252252252,95.0,9.17165158249987
HND,48.302872062663184,0.2069935641093534,54.052824284635285,2.1265276546348133,-1.0349956292721525,2025-11,5256.315221358912,11.778290993071591,30.788804071246823,english,,,,,,,,,,,8.56718553198842
HRV,45.289855072463766,1.3116150994958584,69.0400882882646,-4.398999955894141,0.5619981268292188,2025-11,38045.172524694855,17.22222222222222,43.08943089430895,english,,73.0,33.0,80.0,,,,,,73.0,10.546529483353787
HUN,44.07200496585971,0.9850975020784908,59.85850358311098,-3.464995409073957,-0.0661593996548142,2025-11,36106.862456746145,23.753280839895012,44.363193174893354,english,,46.0,80.0,82.0,,,,5.558247422680412,5.011839708561021,46.0,10.494238222009805
IDN,48.27181004092548,0.4810011592233141,45.91467913011111,4.0027731493408965,-1.0283481474692442,2025-11,7231.199089520412,28.813653238765447,19.030907278165504,english,0.0439499816108863,78.0,14.0,48.0,,,,5.1789772727272725,4.467440119760479,78.0,8.886160150574304
IND,52.10832745236414,0.2173771497489811,51.58088535170805,6.511322392238789,-1.1058219336819817,2025-11,3948.7128605939074,52.14582038420955,27.817374238198532,english,0.0395431834403997,77.0,48.0,40.0,,,,5.466019417475729,5.070540935672514,77.0,8.281144946714395
IRL,42.10762331838565,2.3892582097304524,53.99582884780348,-4.055363276159646,1.14539656185714,2025-11,163661.46945325768,16.177178623013962,39.20879120879121,english,0.0216508795669824,28.0,70.0,35.0,,,,5.150666666666668,5.761217948717948,28.0,12.005555362736272
IRQ,41.14616870573085,0.4335879306892951,42.55070042776685,-2.3344647177033693,-1.1862771888767576,2025-11,10043.662811380043,13.521126760563378,47.83549783549784,english,0.048582995951417,,,,80.0,38.0,68.0,,,80.0,9.214697148565012
ISR,40.23107880046735,4.898751870056977,48.836592666599955,-4.72275635223523,3.4853953380529448,2025-11,90237.43265143564,23.454313332117454,41.631931287103704,english,0.0220095693779904,13.0,54.0,81.0,,,,4.72638888888889,4.8015432098765425,13.0,11.410199616099286
ITA,42.57741632780731,1.6158956958178057,48.35032506486839,-2.2624540535406936,0.186563955872665,2025-11,63346.04219526605,28.242314898341547,39.02289702461124,english,0.0243185462319615,50.0,76.0,75.0,,,,5.426877934272303,5.570488721804511,50.0,11.05636770858478
JAM,47.266881028938904,0.56048609947778,36.83819707432984,5.125066264651323,-1.2470502295426322,2025-11,9671.355122194287,5.483870967741936,33.12101910828025,english,,45.0,39.0,13.0,,,,,,45.0,9.176923715360676
JOR,51.172413793103445,0.3720232092084234,62.84747489490581,2.934899069853948,-0.5810378882683435,2025-11,7135.879551781071,29.67525195968645,31.914893617021285,english,,,,,,,,,,,8.872890795162947
JPN,38.558546342124885,1.5875485008703392,45.32655866982662,-5.572654893646735,0.0588778439294632,2025-11,55246.96466016575,27.103543852702437,43.08948295181687,japanese,0.0175195942830797,54.0,46.0,92.0,,,,5.10943396226415,5.3095854922279795,54.0,10.919568679593294
KAZ,46.832701678397406,0.5560996364019665,55.812925174179696,0.2438488188011547,-0.6280654749151057,2025-11,22317.150362946555,28.373450036469738,38.36116910229645,english,0.0606060606060606,,,,,,,5.312146892655367,5.132231404958676,,10.013110736433498
KEN,51.2594131394443,0.4295924936959076,51.96480953015998,5.572429164295684,-0.8809936404812929,2025-11,3558.849073408154,31.881918819188193,25.736040609137056,english,0.0329218106995884,,,,64.0,27.0,52.0,,,64.0,8.177192477588836
KGZ,47.33009708737864,0.3515772991740628,69.71809570897913,-2.5176600771760604,-0.3757652931041661,2025-11,3906.36602991404,17.753623188405797,36.47058823529411,russian,,,,,,,,,,,8.27036281670156
KHM,51.53153153153154,0.1872267743864506,69.39975315747202,1.758383154331277,-0.5505742330498511,2025-11,4189.637022057561,32.87858117326057,36.25218914185639,english,,,,,,,,,,,8.34036937958309
KOR,38.75071517517586,3.1235732362160524,46.85061967899122,-5.737674702860581,1.6449721118733611,2025-11,51496.35067757943,30.858015785453617,33.34204337601255,korean,0.0123546511627906,60.0,18.0,85.0,,,,5.606779661016949,5.575107296137339,60.0,10.849266223511568
KWT,46.21621621621622,0.3663082920383796,74.05363310083294,-4.647645097170091,-0.2186001526127401,2025-11,40520.77402630855,14.244186046511626,44.44444444444444,english,,,,,80.0,38.0,68.0,5.1241379310344835,4.994791666666667,80.0,10.609570060507629
LAO,54.365079365079374,0.1990727569476103,74.05363310083294,3.5012180516930655,-0.3858356877035095,2025-11,3137.563145458921,13.648293963254591,32.35294117647059,english,,,,,,,,,,,8.051201709280198
LBN,50.6631299734748,0.7774855610802022,61.51781216905336,2.73724347302047,-0.2192585587928616,2025-11,7649.559298285476,34.38395415472779,28.258064516129032,english,,,,,80.0,38.0,68.0,,,80.0,8.942403317093914
LKA,56.40614990390775,0.818546193417203,58.26938991918836,9.241584325617907,-0.2849173968407349,2025-11,6855.768591970304,37.865612648221344,24.576802507836994,english,,,,,,,,,,,8.832845707078214
LTU,43.24324324324324,2.0874177517129433,66.80240687674633,-5.921174521517486,1.2642868831427672,2025-11,45109.332193465,21.91387559808613,41.60377358490566,english,,42.0,60.0,65.0,,,,,,42.0,10.716844426335092
LUX,41.42480211081794,3.0687577195136395,74.05363310083294,-9.439059202568366,2.4838492748625196,2025-11,199973.81446042765,,36.26943005181347,english,,40.0,60.0,70.0,,,,,,40.0,12.205941709260532
LVA,44.29301533219762,1.917575822716445,69.74712993764828,-5.561546479057689,1.1911870834992624,2025-11,37168.53471842537,21.240310077519386,48.18481848184818,english,,44.0,70.0,63.0,,,,,,44.0,10.523217841433432
MAR,47.973778307508944,0.7587053975454772,52.88558512293179,2.0709955015818764,-0.5216307641695503,2025-11,6159.655576326082,42.063983488132095,31.56467854376453,english,0.0379048931771192,70.0,46.0,68.0,,,,5.801923076923076,5.390522875816994,70.0,8.725776142030302
MDA,46.12794612794613,1.4679180678156611,61.09590754634316,-1.699060118735602,0.457313238211763,2025-11,11853.79921916384,24.94929006085193,32.838283828382835,english,,,,,,,,,,,9.380403704391265
MDG,52.78637770897833,0.1335852376596771,66.52912690241787,3.686007579057403,-0.6985236183406545,2025-11,950.4549962287342,29.331046312178387,26.77760968229955,french,,,,,,,,,,,6.856940813336473
MEX,46.22164999504803,0.4354653678812342,49.131044690478326,1.198805191164297,-0.968217617513099,2025-11,21055.23141283793,29.720889664195376,32.853137387605145,spanish,0.0268608414239482,81.0,30.0,82.0,,,,5.223882113821137,4.618032786885246,81.0,9.954904331408958
MKD,52.38095238095239,1.075377603003403,71.48440463789034,2.119231809195334,0.4060630436994316,2025-11,14284.258368739234,17.878787878787875,27.728613569321535,english,,,,,,,,,,,9.566913396533058
MOZ,52.44956772334294,0.0741850279813422,55.44591508758139,5.946729684505996,-1.1220373588544237,2025-11,1200.8185090654026,7.947019867549669,32.240437158469945,portuguese,,,,,,,,,,,7.090758694145664
MYS,45.65317387304508,0.6571582760702485,52.89235185667427,-0.251194827687712,-0.6229555801112968,2025-11,16744.801251132354,31.632862118418352,30.926675663517766,english,0.020358306188925,104.0,26.0,36.0,,,,5.17391304347826,5.089583333333334,104.0,9.725843116010799
NGA,50.08730691739422,0.2171101573792904,49.97982625795677,4.865536260907497,-1.1586880543045104,2025-11,1441.664986299227,34.42742523705325,35.23859465128474,english,0.0408986175115207,,,,77.0,20.0,54.0,5.797836538461537,5.1214859437751015,77.0,7.2735539651244006
NLD,38.92080939295528,2.613993924829724,49.46428398651728,-6.180135494183446,1.221258753004327,2025-11,105769.21585185928,26.64008232570105,41.46609651802076,english,0.0127511591962905,38.0,80.0,53.0,,,,4.107534246575341,5.588850174216028,38.0,11.569014790584296
NOR,40.68817204301076,2.426805211905333,55.50996642138267,-5.829677474250055,1.232687084890162,2025-11,133499.89761071428,21.348314606741575,43.844856661045526,english,0.0235690235690235,31.0,69.0,50.0,,,,,,31.0,11.801855989861206
NPL,50.272892662219526,0.3211930435119695,62.01474943632393,2.2305407796579217,-0.659225341004545,2025-11,2250.486467692543,41.403674046161086,28.169856459330145,english,0.0463917525773195,,,,,,,,,,7.718901679692267
NZL,39.55539872971065,3.1095330630113116,53.67546147809411,-6.532504528193698,1.8551464792170609,2025-11,74633.69897073443,20.455168631752127,43.715469613259664,english,,22.0,79.0,49.0,,,,4.8868131868131846,5.61911231884058,22.0,11.22034741302332
OMN,46.17563739376771,0.3504592699832471,67.72679512035178,-3.205425885623683,-0.4423029407587548,2025-11,27874.66708509641,6.0606060606060606,29.75206611570248,english,,,,,,,,,,,10.235473565555544
PAK,56.99815837937384,0.2226378547086524,54.372590417775825,10.74687154433505,-1.0088461550018584,2025-11,2515.0984411018367,48.19562641387483,29.347094458155702,english,0.0351123595505618,55.0,14.0,70.0,,,,,,55.0,7.830067223359015
PAN,48.18791946308725,0.9481240153834908,50.099419858627925,2.938120088858639,-0.4237452225575721,2025-11,29533.717672235955,12.233285917496444,31.57894736842105,english,,95.0,11.0,86.0,,,,,,95.0,10.29328786157298
PER,46.48334945419372,1.1950797922960106,48.479757889802784,1.6131443718561798,-0.2299997287363977,2025-11,12646.323877661176,22.371541501976285,19.381527193815273,spanish,0.0272314674735249,64.0,16.0,87.0,,,,,,64.0,9.445121849366132
PHL,49.198520345252774,0.476687962838879,52.91333025256667,3.2892350140828555,-0.8027366962103493,2025-11,5979.632691012824,31.038275406951165,27.297433316557623,english,0.0192107995846313,94.0,32.0,44.0,,,,5.4415525114155265,5.483333333333333,94.0,8.696114422150659
POL,43.69643662607127,1.4081404646208482,51.845237042467645,-1.9625235795076037,0.0936260503194554,2025-11,38209.25361666856,34.39407585309716,40.00442526828189,english,0.0197368421052631,68.0,60.0,93.0,,,,5.101631701631701,5.2768719806763285,68.0,10.550833006533033
PRI,40.322580645161295,0.9228347101494544,36.83819707432984,-1.8192341191262855,-0.8847016188709579,2025-11,59332.5492819456,,44.77317554240632,english,,,,,,,,,,,10.99091332616957
PRT,42.212075088787415,2.226889070203001,53.81231049516721,-3.90790097611724,0.9769983473225644,2025-11,46013.61009194968,27.66259585345072,38.31845238095239,english,0.0179968701095461,63.0,27.0,104.0,,,,5.440909090909091,5.256329113924051,63.0,10.736692503273996
PRY,47.23707664884135,0.4704961266112956,63.32785196080246,-1.1130223022776278,-0.4667832829830966,2025-11,9785.666997682889,10.3397341211226,32.22416812609457,spanish,,,,,,,,,,,9.188674042829755
PSE,50.627615062761514,0.3241532764522807,73.96138361338622,-0.2146260733664178,-0.2637858137511529,2025-11,,27.035830618892508,31.343283582089555,english,,,,,,,,,,,
QAT,45.56962025316455,1.393347029362685,61.07250367709055,-2.251900913699629,0.3819733192563526,2025-11,93076.97642309398,16.596638655462186,34.18994413407821,english,,,,,,,,4.733168316831683,4.619047619047619,,11.441182133251901
ROU,45.77287066246057,0.9823259932087368,56.593447109864776,-0.99891028780187,-0.1761968582070705,2025-11,31327.812791877608,31.289261142686208,39.06490310673639,english,0.0337186897880539,90.0,30.0,90.0,,,,,,90.0,10.352261569567924
RWA,54.85362095531587,0.2995794795410811,61.65907933819822,6.894626181610008,-0.6925236311545161,2025-11,1702.5314089029812,30.93415007656968,22.633136094674555,english,,,,,,,,,,,7.439871486548342
SAU,50.08210180623974,0.4493441175406552,56.77007019508713,3.2689263451120283,-0.7033761870807953,2025-11,41985.798549031635,30.994989262705797,35.267857142857146,english,0.0244372990353697,,,,80.0,38.0,68.0,,,80.0,10.64508671030178
SEN,48.88597640891219,0.2707121327434891,56.258572049493154,2.1926789100491533,-0.8988122715306168,2025-11,3054.5670941438534,25.845410628019323,25.794155019059723,french,0.0845070422535211,,,,,,,,,,8.024393157520164
SGP,39.63244107071514,4.186463372081915,48.33320604687387,-5.203417188573717,2.756569226022865,2025-11,121453.275988157,26.90232558139535,33.02572157863735,english,0.0154061624649859,74.0,20.0,8.0,,,,4.986363636363638,5.318807339449541,74.0,11.707284908032415
SLV,47.01348747591522,0.4672021677294812,64.56920935020727,-1.6275438970822975,-0.4292952889765089,2025-11,8315.64872508447,16.027088036117384,26.119402985074625,spanish,,66.0,19.0,94.0,,,,5.676923076923076,5.44,66.0,9.025894407234901
SRB,43.02583025830258,1.2414780052574423,59.40663612473215,-4.405267581908767,0.1753760334768699,2025-11,21462.94212470453,26.575698505523064,39.468008626887126,english,,86.0,25.0,92.0,,,,,,86.0,9.974083104863308
SVK,44.44444444444445,1.078233256091507,67.14918874929047,-4.801247328030698,0.2664951114132214,2025-11,39478.157128320294,22.591362126245848,41.36933461909354,english,,104.0,52.0,51.0,,,,,,104.0,10.583502813843964
SVN,43.872919818456886,1.8458592341559892,70.9074164302889,-6.2535741231084145,1.1575890492599008,2025-11,53656.97978357421,17.6672384219554,41.90193164933135,english,,71.0,27.0,88.0,,,,5.33320610687023,5.331692913385827,71.0,10.890366838079048
SWE,38.556338028169016,2.2950741864016697,52.15787302256599,-7.175893536353463,0.9908307109293464,2025-11,92702.13665967331,27.708609271523184,42.86064769381747,english,0.0197486535008976,31.0,71.0,29.0,,,,4.851471135940409,5.491433891992551,31.0,11.437146800475732
TGO,62.184873949579824,0.168596566074975,69.09545803041506,12.483042115895657,-0.5792013605738972,2025-11,1794.2569461842215,,29.03225806451613,french,,,,,,,,,,,7.49234625766076
THA,47.845486996430395,0.5939786108934958,52.94725492726463,1.9282508624896053,-0.6843315306951726,2025-11,10509.89704549089,28.51307189542483,33.33333333333333,english,0.0156075808249721,64.0,20.0,64.0,,,,5.627027027027025,5.173814898419865,64.0,9.260072667961065
TUN,52.10222588623249,1.1353870947885227,60.19930216640478,4.485353785350519,0.095326349687423,2025-11,6506.121121775293,50.84835630965006,23.0,english,0.0478260869565217,,,,,,,,,,8.780498723794418
TUR,46.43107886730634,0.5584493818965792,55.110047402566586,0.0069569177005135,-0.6488071682058814,2025-11,22651.310447180294,46.43576705363138,40.695296523517385,english,0.0199769496734537,66.0,37.0,85.0,,,,5.571621621621618,5.377758420441347,66.0,10.027972985625215
TWN,40.927205100956435,1.77055872482583,50.67209902915993,-4.456811010099393,0.4175035489366336,2025-11,48391.047952063214,30.464876033057852,35.08862724802691,english,0.0148482892188508,58.0,17.0,69.0,,,,5.181944444444445,4.528601694915254,58.0,10.787070115929458
TZA,55.59105431309904,0.0329602270797724,70.66116304672738,5.522273882474934,-0.6634000485288952,2025-11,2148.799090380761,30.864197530864196,35.8433734939759,english,,,,,64.0,27.0,52.0,,,64.0,7.672664402453899
UGA,50.31347962382444,0.0902042146415197,58.49175055113351,3.096800191994596,-1.0059542265162302,2025-11,2079.882474647875,27.631578947368425,25.416036308623298,english,,,,,,,,,,,7.640066668525896
UKR,47.72789488091979,1.0911253132068568,50.047087804567454,2.490360380094799,-0.2824631744695871,2025-11,7490.372998752378,34.46586082979418,32.224893162393165,english,0.0375699440447641,,,,,,,,,,8.921373874837714
URY,47.269890795631824,1.0960341333426955,63.33820897920416,-1.0826354922660428,0.1590949798583709,2025-11,36408.30401277872,16.272965879265094,35.714285714285715,spanish,,61.0,36.0,100.0,,,,,,61.0,10.50255215982583
USA,44.92429310393563,3.694861712777051,44.59139456527265,0.965389608719299,2.1420389235549644,2025-11,132531.7570859901,26.10597212974185,40.43061765268305,english,0.0180879587018288,40.0,91.0,46.0,,,,4.88244680851064,5.898824517212426,40.0,11.794577571811361
UZB,47.05882352941176,0.1336507947850747,52.08024348986117,1.3447857164646777,-1.1731430211230796,2025-11,5015.875475814878,26.096033402922757,34.26150121065375,english,0.0678466076696165,,,,,,,,,,8.520363256608844
VNM,49.14041538308655,0.5574086378610922,55.017592699350715,2.7379617064134294,-0.6528852996875966,2025-11,6717.646893699442,42.61480787253984,27.567777669808574,english,0.0241518113858539,70.0,20.0,30.0,,,,,,70.0,8.812493207567186
ZAF,47.85714285714286,0.3826986384418128,50.73229069261889,2.4590198445802827,-0.9683790782527876,2025-11,9272.848440503294,25.834627329192543,34.126093785057215,english,0.0410958904109589,49.0,65.0,49.0,,,,5.160439560439557,5.538389513108615,49.0,9.134845886495764
ZMB,53.50140056022409,0.1148353933662363,59.03443185300724,6.157534883071271,-0.9634944969846884,2025-11,2182.304943750481,9.749303621169917,27.540106951871657,english,,,,,64.0,27.0,52.0,5.314285714285714,5.125,64.0,7.688136910867753
ZWE,56.16045845272206,0.1463776381172283,58.21227696057089,9.009278231069274,-0.958962267541524,2025-11,3813.703651493487,20.54054054054054,28.21917808219178,english,,,,,,,,5.666666666666667,5.5,,8.246356082956307
AGO,45.142857142857146,0.0704511740246235,52.567991604569265,-0.3553896289715865,-1.19614338467604,2026-02,5796.591076911293,17.22689075630252,34.33962264150943,portuguese,,,,,,,,,,,8.665025278384377
ALB,49.45355191256831,0.7962682887775874,72.36485177291223,0.7991841157043851,0.064795969330724,2026-02,15160.177657549832,25.13513513513514,30.69908814589666,english,,,,,,,,4.62,4.389583333333333,,9.626427377963438
ARE,43.23316516779995,1.9789698387007608,48.60121438172117,-1.632676824270746,0.6051506649823146,2026-02,60127.05878296327,28.595151112587185,30.808861411643484,english,0.0208894878706199,,,,80.0,38.0,68.0,,,80.0,11.004215248534315
ARG,45.377805229565574,0.6213164873827083,52.89614567256304,-0.1727576138340509,-0.6364078495660294,2026-02,20966.423275351695,32.02973497091144,33.90275952693823,spanish,0.0237341772151898,49.0,46.0,86.0,,,,5.640540540540542,5.998366013071895,49.0,9.950677545464252
ARM,41.467576791808874,1.117601185629311,71.08249394294151,-6.982350680964608,0.3514658848983801,2026-02,12551.43122594346,15.770171149144252,34.8968105065666,english,,,,,,,,,,,9.437589979965491
AUS,40.14385692068429,3.4101997036085856,44.284401095606725,-4.033775675674065,1.9196942082985944,2026-02,102513.1805350331,24.125818297940288,41.712403951701425,english,0.0153721682847896,38.0,90.0,51.0,,,,4.740285204991085,5.6942829457364335,38.0,11.537746659879229
AUT,40.445765230312034,2.1713238939290354,52.13524949134719,-4.983491486005654,0.8930320293587712,2026-02,87151.06570374031,23.538461538461537,39.45981554677207,english,0.0311871227364185,11.0,55.0,70.0,,,,4.953846153846153,5.8920118343195265,11.0,11.375398279258258
AZE,50.62893081761008,0.3475132062197625,70.01001445433914,2.3499837444612552,-0.4476119252527323,2026-02,10460.39769104414,33.05785123966942,36.29893238434164,english,,,,,,,,,,,9.25535175707247
BEL,41.67378309137489,2.399726802329894,49.8583668879585,-3.3924808576562455,1.0598892933047717,2026-02,88245.97318402125,25.034162339437003,40.3393665158371,english,0.018542199488491,65.0,75.0,94.0,,,,,,65.0,11.38788334411166
BEN,48.30827067669173,0.2611013395418977,55.55889934434397,2.333197442425366,-0.9246470024607708,2026-02,2655.416999442524,27.703984819734345,27.798507462686565,french,,,,,,,,,,,7.884356983280025
BFA,56.34146341463414,0.12497022333358,51.893845886959745,10.9506925483375,-1.1598469405137035,2026-02,1832.887591889975,13.553113553113556,23.837209302325583,french,,,,,,,,,,,7.513647921294773
BGD,49.91474850809889,0.0808711482769567,52.019018779149555,4.50402191178015,-1.2005625094085977,2026-02,3967.2406267898255,39.089813140446054,31.40013726835964,english,0.0436941410129096,80.0,20.0,60.0,,,,,,80.0,8.285826075793446
BGR,44.0499671268902,1.4409268453524329,61.028221051328934,-2.797054541891036,0.4030178907149064,2026-02,27428.09326705219,26.31578947368421,40.750853242320815,english,,70.0,30.0,85.0,,,,,,70.0,10.219323068830594
BHR,46.63865546218487,0.788165817711598,72.36485177291223,-2.0157123346790513,0.0566934982647346,2026-02,38161.782937228934,,30.96085409252669,english,,,,,,,,,,,10.549589847144468
BIH,46.73629242819843,0.7228469201456627,72.36485177291223,-1.918075368665491,-0.0086253993012006,2026-02,14058.115992760766,11.11111111111111,32.035928143712574,english,,,,,,,,,,,9.550955158716235
BOL,46.38297872340425,0.3413026785935904,62.403739467288545,-0.683335426912798,-0.6594251024323652,2026-02,6038.784004183883,19.36758893280632,20.781758957654723,spanish,,,,,,,,4.509756097560977,5.37,,8.705957946849887
BRA,47.90308299122595,0.6536128564894872,48.34030024418597,3.078837322420725,-0.7272589991362683,2026-02,14782.600419414845,28.991336633663373,33.02416579109453,portuguese,0.0215239980207817,69.0,38.0,76.0,,,,5.326086956521742,6.0408745247148286,69.0,9.601206120799924
